Path,ACE,Ql,Qu
"['Battery_percentage', 'Traveled_distance', 'RNS', 'DWA_failed', 'Update_frequency_local']",0.09177763013845207,1.0595776844395928,0.9061025359664668
"['Battery_percentage', 'Traveled_distance', 'RNS', 'recovery_executed', 'DWA_new_plan', 'DWA_failed', 'Update_frequency_local']",0.09177763013845207,0.4677932721583034,1.9258300053250663
"['Battery_percentage', 'Traveled_distance', 'RNS', 'Error_rotating_goal', 'Update_frequency_local']",0.09177763013845207,0.7664463790449261,1.571700509256449
"['Battery_percentage', 'RNS', 'Error_rotating_goal', 'DWA_new_plan', 'DWA_failed', 'Update_frequency_local']",0.09177763013845207,1.420344870807162,1.6530173981931098
"['Battery_percentage', 'Mission_time', 'Traveled_distance', 'DWA_failed', 'Update_frequency_local']",0.09177763013845207,0.8726977341949549,1.7739699202434138
"['Battery_percentage', 'Mission_time', 'Traveled_distance', 'RNS', 'Error_rotating_goal', 'DWA_new_plan', 'DWA_failed', 'Update_frequency_local']",0.09177763013845207,0.8660135938394887,1.2746141774391304
"['Battery_percentage', 'Mission_time', 'Traveled_distance', 'RNS', 'Error_rotating_goal', 'Update_frequency_local']",0.09177763013845207,0.8540369701058026,1.459715677575197
"['Battery_percentage', 'Mission_time', 'Traveled_distance', 'RNS', 'DWA_failed', 'Update_frequency_local']",0.09177763013845207,0.7326932334848621,2.5298639922459683
"['Battery_percentage', 'Mission_time', 'Traveled_distance', 'RNS', 'recovery_executed', 'DWA_new_plan', 'DWA_failed', 'Update_frequency_local']",0.09177763013845207,0.09265325448825762,1.1570783598203378
"['Battery_percentage', 'Mission_time', 'recovery_executed', 'DWA_new_plan', 'DWA_failed', 'Update_frequency_local']",0.09177763013845207,0.8296437771463815,1.6405051325356963
"['Battery_percentage', 'Update_frequency_local']",0.09177763013845207,0.7011634558367419,0.3201828730261284
"['Battery_percentage', 'DWA_failed', 'Update_frequency_local']",0.09177763013845207,0.7141604746435334,1.3492007760048423
"['Battery_percentage', 'Traveled_distance', 'DWA_failed', 'Update_frequency_local']",0.09177763013845207,1.147097339996843,1.3644293074973946
"['Battery_percentage', 'RNS', 'recovery_executed', 'DWA_new_plan', 'DWA_failed', 'Update_frequency_local']",0.09177763013845207,0.9591162869035628,1.3461831028358389
"['Battery_percentage', 'Error_rotating_goal', 'DWA_new_plan', 'DWA_failed', 'Update_frequency_local']",0.09177763013845207,1.0175944129939936,1.669009353675125
"['Battery_percentage', 'RNS', 'DWA_failed', 'Update_frequency_local']",0.09177763013845207,0.08265699961553992,0.8974590769389109
"['Battery_percentage', 'Traveled_distance', 'RNS', 'Error_rotating_goal', 'DWA_new_plan', 'DWA_failed', 'Update_frequency_local']",0.09177763013845207,0.3782491082457852,1.5721622644725073
"['Battery_percentage', 'RNS', 'Error_rotating_goal', 'Update_frequency_local']",0.09177763013845207,1.714120647607868,1.6979403889778055
"['Battery_percentage', 'Error_rotating_goal', 'Update_frequency_local']",0.09177763013845207,0.8790966256167266,0.7030032271591438
"['Mission_success', 'Mission_time', 'Traveled_distance', 'RNS', 'Error_rotating_goal', 'Combination_method_local']",0.08813686951135315,0.4921874510086261,0.014313305734382576
"['Mission_success', 'Combination_method_local']",0.08813686951135315,0.21846470963156547,0.006634450842617774
"['Mission_success', 'RNS', 'Error_rotating_goal', 'Combination_method_local']",0.08813686951135315,0.25735728237052097,0.08199051849060154
"['Mission_success', 'Mission_time', 'Traveled_distance', 'Combination_method_local']",0.08813686951135315,0.3054022201103496,0.07713368515373943
"['Mission_success', 'Error_rotating_goal', 'Combination_method_local']",0.08813686951135315,0.1261876580125786,0.19940469593481705
"['Mission_success', 'Mission_time', 'Traveled_distance', 'Publish_frequency_local']",0.0519026267553562,0.08219949972416407,0.1613954204079055
"['Mission_success', 'Publish_frequency_local']",0.0519026267553562,0.003108701850474373,0.21017046696435504
"['Mission_success', 'Mission_time', 'Cost_scaling_factor_local']",0.028219242679078983,0.008245083024086101,0.0474099051164548
"['Mission_success', 'Mission_time', 'Traveled_distance', 'Cost_scaling_factor_local']",0.028219242679078983,0.0042775489601464215,0.05140547151588532
"['Mission_success', 'RNS', 'Error_rotating_goal', 'Path_distance_bias']",0.027777146305368476,0.34763488904676304,0.4071636364237836
"['Mission_success', 'Error_rotating_goal', 'Path_distance_bias']",0.027777146305368476,0.5923460438794128,0.39344941185752025
"['Mission_success', 'Mission_time', 'Path_distance_bias']",0.027777146305368476,1.055111356567812,1.0691692823510002
"['Mission_success', 'Mission_time', 'Traveled_distance', 'RNS', 'Error_rotating_goal', 'Path_distance_bias']",0.027777146305368476,0.3062648354393196,0.4323601211205109
"['Mission_success', 'Cost_scaling_factor_global']",0.02628710621815188,0.0513143695943821,0.002966701148394505
"['Mission_success', 'Mission_time', 'Cost_scaling_factor_global']",0.02628710621815188,0.05127077034903721,0.029952303915999075
"['Mission_success', 'RNS', 'Error_rotating_goal', 'Publish_frequency_global']",0.02239321707559671,0.1424119654808078,0.06525073053646382
"['Mission_success', 'Mission_time', 'Traveled_distance', 'RNS', 'Error_rotating_goal', 'Publish_frequency_global']",0.02239321707559671,0.007652659888092931,0.07433851024804879
"['Mission_success', 'Error_rotating_goal', 'Publish_frequency_global']",0.02239321707559671,0.060524711316449424,0.17764643623277632
"['Mission_success', 'Mission_time', 'Traveled_distance', 'Publish_frequency_global']",0.02239321707559671,0.03584422590339418,0.08640451277141417
"['Mission_success', 'Mission_time', 'Traveled_distance', 'RNS', 'Error_rotating_goal', 'Transform_tolerance_global']",0.018811268739814316,0.180129296278882,0.4742820020705295
"['Mission_success', 'Transform_tolerance_global']",0.018811268739814316,0.09570622546894532,0.29762535058475165
"['Mission_success', 'Error_rotating_goal', 'Transform_tolerance_global']",0.018811268739814316,0.1222484388539715,0.2028753064781804
"['Mission_success', 'RNS', 'Error_rotating_goal', 'Transform_tolerance_global']",0.018811268739814316,0.2623333076094307,0.06808833194403359
"['Mission_success', 'yaw_goal_tolerance']",0.015739124527813272,2.2380902154107405,1.2004668923928332
"['Mission_success', 'Mission_time', 'recovery_executed', 'DWA_new_plan', 'DWA_failed', 'yaw_goal_tolerance']",0.015739124527813272,2.551143602267211,2.715271712240357
"['Mission_success', 'DWA_failed', 'yaw_goal_tolerance']",0.015739124527813272,2.3222353866023595,2.4865249260575384
"['Mission_success', 'Mission_time', 'Traveled_distance', 'RNS', 'Error_rotating_goal', 'DWA_new_plan', 'DWA_failed', 'yaw_goal_tolerance']",0.015739124527813272,1.8874053064798373,1.4667489650929963
"['Mission_success', 'RNS', 'Error_rotating_goal', 'DWA_new_plan', 'DWA_failed', 'yaw_goal_tolerance']",0.015739124527813272,4.0527424562835686,0.3641591233198122
"['Mission_success', 'Mission_time', 'yaw_goal_tolerance']",0.015739124527813272,1.6459112658111474,2.824467627120866
"['Mission_success', 'RNS', 'Error_rotating_goal', 'yaw_goal_tolerance']",0.015739124527813272,2.5970547354575118,2.5475824272578262
"['Mission_success', 'Mission_time', 'Traveled_distance', 'RNS', 'recovery_executed', 'DWA_new_plan', 'DWA_failed', 'yaw_goal_tolerance']",0.015739124527813272,1.4379108123112323,5.336650329746226
"['Mission_success', 'RNS', 'DWA_failed', 'yaw_goal_tolerance']",0.015739124527813272,5.027805156921944,1.7700117673946336
"['Mission_success', 'Mission_time', 'Traveled_distance', 'DWA_failed', 'yaw_goal_tolerance']",0.015739124527813272,2.498341517326676,2.2894866904829168
"['Mission_success', 'Error_rotating_goal', 'DWA_new_plan', 'DWA_failed', 'yaw_goal_tolerance']",0.015739124527813272,0.12427890669926145,1.4041176611835942
"['Mission_success', 'RNS', 'recovery_executed', 'DWA_new_plan', 'DWA_failed', 'yaw_goal_tolerance']",0.015739124527813272,4.296875248734587,0.6444516455580683
"['Mission_success', 'DWA_new_plan', 'DWA_failed', 'yaw_goal_tolerance']",0.015739124527813272,2.8042908763651,0.31046083488354953
"['Mission_success', 'Error_rotating_goal', 'yaw_goal_tolerance']",0.015739124527813272,2.5512878242886154,3.0103150326786623
"['Mission_success', 'recovery_executed', 'DWA_new_plan', 'DWA_failed', 'yaw_goal_tolerance']",0.015739124527813272,1.106438675485775,3.155084714310459
"['Mission_success', 'Mission_time', 'Traveled_distance', 'RNS', 'DWA_failed', 'yaw_goal_tolerance']",0.015739124527813272,3.7514687604540495,4.4543932215961375
"['Mission_success', 'Mission_time', 'Traveled_distance', 'RNS', 'Error_rotating_goal', 'yaw_goal_tolerance']",0.015739124527813272,2.3095586926139067,2.5147311629539693
"['Mission_success', 'Mission_time', 'Traveled_distance', 'Update_frequency_global']",0.01269893702216333,0.03900255228307852,0.07985394102628154
"['Mission_success', 'Update_frequency_global']",0.01269893702216333,0.12229184391301293,0.0034040741048206122
"['Mission_success', 'Mission_time', 'recovery_executed', 'DWA_new_plan', 'DWA_failed', 'Update_frequency_local']",0.004614519663494042,0.014682245067559347,0.14755617799576098
"['Mission_success', 'DWA_failed', 'Update_frequency_local']",0.004614519663494042,0.14162133422543766,0.14983832083269508
"['Mission_success', 'DWA_new_plan', 'DWA_failed', 'Update_frequency_local']",0.004614519663494042,0.06413104514552785,0.11660251145748345
"['Mission_success', 'Mission_time', 'Traveled_distance', 'RNS', 'Error_rotating_goal', 'Update_frequency_local']",0.004614519663494042,0.14612895191976044,0.025363226470149984
"['Mission_success', 'recovery_executed', 'DWA_new_plan', 'DWA_failed', 'Update_frequency_local']",0.004614519663494042,0.07061820854682273,0.10068874213597877
"['Mission_success', 'Update_frequency_local']",0.004614519663494042,0.08005792592627235,0.13778502133745227
"['Mission_success', 'Mission_time', 'Traveled_distance', 'RNS', 'recovery_executed', 'DWA_new_plan', 'DWA_failed', 'Update_frequency_local']",0.004614519663494042,0.11446155627812846,0.21906129560968585
"['Mission_success', 'Mission_time', 'Traveled_distance', 'DWA_failed', 'Update_frequency_local']",0.004614519663494042,0.18102110818744324,0.08931315917224777
"['Mission_success', 'RNS', 'recovery_executed', 'DWA_new_plan', 'DWA_failed', 'Update_frequency_local']",0.004614519663494042,0.2081755740882372,0.10299184639910096
"['Mission_success', 'RNS', 'Error_rotating_goal', 'DWA_new_plan', 'DWA_failed', 'Update_frequency_local']",0.004614519663494042,0.1459519965074271,0.08580165419125194
"['Mission_success', 'RNS', 'DWA_failed', 'Update_frequency_local']",0.004614519663494042,0.0021921731277704413,0.1620762102666527
"['Mission_success', 'Mission_time', 'Traveled_distance', 'RNS', 'Error_rotating_goal', 'DWA_new_plan', 'DWA_failed', 'Update_frequency_local']",0.004614519663494042,0.1324150382121603,0.11597072914190135
"['Mission_success', 'RNS', 'Error_rotating_goal', 'Update_frequency_local']",0.004614519663494042,0.05277108949793132,0.11283055263888328
"['Mission_success', 'Error_rotating_goal', 'Update_frequency_local']",0.004614519663494042,0.1749481841250775,0.024779090758179488
"['Mission_success', 'Error_rotating_goal', 'DWA_new_plan', 'DWA_failed', 'Update_frequency_local']",0.004614519663494042,0.15795701325898692,0.010911873759532849
"['Mission_success', 'Mission_time', 'Traveled_distance', 'RNS', 'DWA_failed', 'Update_frequency_local']",0.004614519663494042,0.013809114239551513,0.17854800376368402
"['Mission_success', 'Mission_time', 'Combination_method_global']",0.002884155179862969,0.3262709761852056,0.13747359484512453
