Cost_scaling_factor_global,Update_frequency_global,Publish_frequency_global,Transform_tolerance_global,Combination_method_global,Cost_scaling_factor_local,Inflation_radius_local,Update_frequency_local,Publish_frequency_local,Combination_method_local,Transform_tolerance_local,Path_distance_bias,Goal_distance_bias,Occdist_scale,Stop_time_buffer,yaw_goal_tolerance,xy_goal_tolerance,min_vel_x,DWA_failed,DWA_new_plan,recovery_executed,Error_rotating_goal,RNS,Traveled_distance,Mission_time,Battery_percentage,Mission_success
25,17,7,1.03,1,6,0.95,16,19,0,4.51,39.58,28.72,0.25,0.05,0.15,0.16,0,618,671,8,0,0.2,1.51,85.93,95.5,0
5,17,5,4.02,0,30,0.81,18,7,0,4.08,41.4,35.22,0.13,0.04,0.15,0.08,-0.11,2,375,0,0,1,11.14,85.02,87.97,1
13,20,2,0.24,0,28,0.18,1,3,0,0.97,12.72,26.92,0.09,0.03,0.26,0.12,-0.05,925,986,12,0,0,2.5,122.75,93.53,0
7,1,3,2.32,1,22,0.52,8,14,0,0.45,12.47,21.1,0.36,0.06,0.05,0.02,-0.3,0,2167,11,0,0.2,35.23,522.54,20.84,0
13,6,9,2.15,0,7,0.63,6,2,0,4.97,36.34,23.26,0.25,0.08,0.24,0.1,-0.23,0,804,1,0,1,16.19,179.26,73.81,1
4,3,4,2.56,0,6,0.33,13,10,1,3.31,23.13,5.15,0.32,0.02,0.24,0.11,-0.07,610,924,6,0,0.4,8.1,137.17,87.22,0
3,13,10,1.13,1,10,0.36,15,11,0,4.23,9.07,29,0.35,0.01,0.17,0.19,-0.07,771,796,10,0,0,0.82,96.36,95.5,0
9,9,10,2.28,0,20,0.69,15,16,1,2.46,47.32,14.11,0.11,0.04,0.1,0.08,-0.26,1,587,2,155,0.8,11.61,113.94,85.64,0
6,20,11,1.95,0,21,0.68,3,15,1,0.42,22.18,15.96,0.3,0.02,0.11,0.08,-0.15,0,780,2,0,0.8,16.43,180.74,73.68,0
19,19,9,1.77,1,3,0.37,19,13,0,1.94,7.16,6.09,0.25,0.03,0.26,0.09,-0.15,0,2034,13,0,0,23.05,501.96,23.55,0
22,5,16,4.6,1,27,0.11,14,15,1,1.65,14.21,10.49,0.35,0.07,0.21,0.13,-0.21,0,839,2,0,0.8,17.25,192.65,71.64,0
7,10,2,2.25,1,19,0.66,6,3,0,2.6,26.96,11.14,0.06,0.05,0.11,0.08,-0.08,154,439,2,0,0.8,8.39,95.91,88.21,0
5,9,6,4.94,0,13,0.8,20,14,1,2.29,17.69,30.8,0.21,0.06,0.27,0.17,-0.3,0,471,0,0,1,12.52,105.07,85.26,1
14,10,4,2.4,1,5,0.2,12,9,1,4.62,10.81,19.21,0.12,0.09,0.14,0.18,-0.28,0,787,4,154,0.8,14.46,167.69,77.75,0
18,18,4,4.58,0,21,0.15,15,9,0,0.7,13.01,25.45,0.45,0.02,0.2,0.04,-0.14,0,4334,20,0,0.6,60.48,1013.07,11.85,0
28,11,10,0.37,1,11,0.52,10,2,1,0.46,46.39,19.47,0.1,0.03,0.07,0.13,-0.06,314,552,4,3,0.6,6.47,90.49,90.97,0
8,10,6,0.67,1,10,0.55,3,16,1,4.35,24.75,13.44,0.2,0.05,0.17,0.02,-0.27,0,1509,8,0,0.2,24.9,367.74,44.51,0
11,14,13,4.77,0,19,0.29,10,9,1,0.75,33.67,5.81,0.27,0.04,0.07,0.12,-0.27,0,845,2,0,0.8,15.59,193.79,71.44,0
20,7,18,4.86,0,6,0.31,16,8,1,2.01,19.05,8.49,0.07,0.04,0.29,0.11,-0.19,0,597,2,155,0.8,11.83,115.62,85.64,0
22,19,13,0.66,1,1,0.7,10,8,0,1.87,45.95,21.68,0.06,0.04,0.23,0.14,-0.1,772,802,10,0,0,1.19,134.37,89.98,0
23,3,16,2.59,1,18,0.8,6,18,1,4.56,12.27,30.19,0.07,0.09,0.12,0.16,-0.28,10,685,2,208,0.8,12.65,127.16,84.46,0
10,5,18,2.61,1,24,0.95,17,1,1,1.61,20.42,24.58,0.2,0.04,0.12,0.18,-0.07,309,497,4,0,0.6,5.95,79.93,92.55,0
8,18,16,4.91,0,21,0.31,1,6,0,3,22.1,8.07,0.34,0.05,0.18,0.08,-0.17,0,894,3,0,0.8,16.86,207.09,68.88,0
24,3,12,1.75,1,22,0.38,4,3,0,4.17,29.87,29.27,0.09,0.05,0.1,0.19,-0.28,18,375,0,5,1,10.02,81.92,88.8,1
5,19,11,3.52,0,9,0.71,13,18,0,1.59,19.74,19.35,0.37,0.05,0.07,0.18,-0.24,0,1078,4,0,0.8,18.49,250.4,62.73,0
29,16,17,0.59,1,15,0.44,6,8,1,1.98,33.77,37.54,0.09,0.04,0.28,0.08,-0.18,14,604,2,158,0.8,12.19,113.47,85.64,0
21,8,11,4.91,1,16,0.19,7,7,0,0.69,47.64,26.27,0.42,0.08,0.26,0.17,-0.02,159,431,2,10,0.8,7.52,78.64,90.77,0
12,1,8,1.49,0,9,0.3,2,2,0,1.97,47.39,36.69,0.12,0.07,0.08,0.17,-0.25,1,798,4,310,0.6,11.87,138.41,83.67,0
14,5,10,4.77,1,18,0.84,10,13,0,2.96,5.52,6.57,0.09,0.06,0.08,0.07,-0.16,0,1526,8,0,0.8,25.43,365.11,44.62,0
18,3,13,4.01,1,29,0.74,13,20,1,2.73,20.37,15.6,0.49,0.02,0.24,0.18,-0.26,0,397,0,0,1,11.12,87.94,87.42,1
18,17,16,1.01,0,6,0.49,4,11,1,3.93,26.69,39.37,0.39,0.07,0.29,0.07,-0.24,81,1862,7,0,0.8,30.99,417.75,36.86,0
5,7,4,0.54,0,24,0.4,15,13,0,2.53,19.93,27.13,0.27,0.04,0.23,0.14,-0.11,0,741,2,0,1,15.49,170.04,74.59,1
1,19,15,0.13,0,13,0.88,5,13,1,2.31,27,13.39,0.26,0.09,0.18,0.1,-0.14,0,1356,6,155,0.6,21.29,291.22,57.83,0
16,10,4,0.16,0,24,0.22,7,3,1,2.65,15.27,29.45,0.38,0.01,0.26,0.19,-0.12,0,678,2,0,1,15.54,156.72,76.57,1
9,11,15,1.29,1,17,0.3,11,14,1,3.23,32.47,12.02,0.16,0.08,0.24,0.06,-0.18,0,1316,6,0,0.8,22.62,310.47,52.8,0
28,20,18,2.11,1,7,0.32,12,14,0,2.09,34.66,10,0.43,0.04,0.06,0.05,-0.24,0,4107,26,0,0,51.68,994.29,11.45,0
8,7,3,3.22,1,2,0.38,15,3,0,3.01,18.31,34.38,0.14,0.01,0.07,0.08,-0.12,17,579,2,155,0.8,11.02,108.06,86.83,0
13,6,14,2.44,1,29,0.84,6,14,0,3.37,15.14,31.91,0.36,0.05,0.24,0.08,-0.1,463,693,6,0,0.6,7.03,104.62,90.38,0
12,18,19,0.62,1,14,0.65,16,14,0,1.26,28.87,14.04,0.15,0.02,0.2,0.19,-0.19,0,365,0,0,1,10.16,81.73,88.4,1
13,15,6,2.48,1,11,0.35,16,20,1,1.81,43.49,11.17,0.33,0.09,0.08,0.2,-0.2,0,1144,3,0,0.8,19.48,256.62,61.38,0
14,18,11,1.48,0,12,0.4,2,5,0,4.87,16.73,34.9,0.34,0.03,0.24,0.14,-0.19,0,415,0,0,1,11.36,91.75,86.83,1
17,6,7,3.47,1,21,0.39,17,19,0,4.44,11.2,28.58,0.11,0.05,0.28,0.06,-0.13,1,914,3,270,0.8,14.47,171.45,64.3,0
8,17,4,0.35,1,28,0.71,2,16,0,0.51,33.31,18.81,0.17,0.03,0.17,0.09,-0.02,2,337,0,0,1,10.46,75.94,89.19,1
10,20,6,1.99,0,22,0.6,5,16,0,2.59,30.31,14.01,0.1,0.02,0.18,0.17,-0.06,2,348,0,0,1,10.33,77.93,89,1
13,18,15,1.78,0,1,0.24,16,6,1,0.63,18.62,29.53,0.28,0.1,0.25,0.04,-0.14,9,1181,5,310,0.6,17.47,221.4,70.25,0
18,14,12,3.16,1,21,0.9,20,7,0,4.31,12.54,32.41,0.25,0.06,0.08,0.04,-0.04,777,801,10,0,0,0.83,93.86,95.5,0
29,18,1,1.62,1,29,0.13,17,13,0,0.44,21.33,23.07,0.44,0.01,0.14,0.12,-0.12,0,747,1,0,1,15.51,164.67,75.79,1
26,16,4,3.12,0,14,0.92,17,17,1,3.99,12.1,26.44,0.06,0.08,0.27,0.11,-0.17,14,561,2,161,0.8,11.28,104.46,86.83,0
14,7,17,4.19,0,18,0.35,1,8,0,0.15,15.69,35.91,0.31,0.01,0.21,0.15,-0.15,0,567,0,0,1,13.28,121.98,82.09,1
17,8,12,0.46,0,18,0.24,19,17,1,3.84,31.57,33.27,0.37,0.03,0.23,0.01,-0.19,0,2346,12,0,0.2,35.59,554.67,14.65,0
17,5,18,2.14,1,24,0.83,13,10,1,1.5,48.97,23.96,0.41,0.08,0.26,0.06,-0.05,156,427,2,0,0.8,7.83,91.5,88.6,0
8,5,14,2.88,1,12,0.9,4,4,1,1.78,44.56,31.08,0.46,0.1,0.24,0.07,-0.17,0,1035,5,154,0.6,16.42,220.49,68.67,0
23,1,8,0.85,1,10,0.48,6,5,1,4.08,13.23,34.78,0.36,0.07,0.23,0.06,-0.27,0,2252,9,0,0.8,36.65,517.1,20.44,0
14,15,19,2.53,1,21,0.23,2,20,1,4.67,20.96,22,0.24,0.08,0.12,0.12,-0.04,307,549,3,0,0.8,7.6,91.91,90.38,0
5,13,12,2.82,1,8,0.87,18,16,1,3.75,21.52,16.08,0.41,0.09,0.24,0.19,-0.12,0,1091,5,0,0.8,17.33,259.04,60.93,0
29,14,9,4.29,0,8,0.47,8,2,1,2.12,8.28,7.28,0.4,0.03,0.28,0.03,-0.22,0,4367,24,0,0,55.46,1037.3,11.36,0
25,11,4,2.57,0,10,0.53,15,16,0,1.58,23.9,23.5,0.48,0.02,0.19,0.2,-0.29,0,844,4,155,0.8,15.07,175.05,75.78,0
20,15,16,2.11,1,15,0.65,12,7,0,4.9,15.91,20.62,0.22,0.1,0.18,0.09,-0.13,0,1283,5,0,0.8,22.79,297.71,54.91,0
14,16,9,1.66,1,17,0.37,20,16,1,0.7,48.94,26.55,0.34,0.09,0.16,0.03,-0.27,0,1146,5,0,0.6,20.41,270,58.91,0
6,17,10,3.44,1,7,0.97,20,16,1,0.22,30.63,22.55,0.22,0.03,0.28,0.02,-0.01,618,862,8,0,0.2,6.23,121.58,89.98,0
7,16,18,3.54,1,11,0.9,18,14,0,2.41,35.75,35.73,0.36,0.1,0.29,0.09,-0.23,0,1563,7,0,1,27.09,365.55,44.22,1
4,17,11,0.39,0,5,0.29,2,19,0,4.7,14.78,10.98,0.45,0.09,0.29,0.2,-0.24,0,3262,14,0,0.2,43.22,750.51,11.37,0
12,19,5,4.15,1,17,0.8,13,6,1,3.08,45.62,20.78,0.1,0.06,0.05,0.14,-0.03,0,924,5,162,0.6,11.98,196.83,74.99,0
23,19,8,3.21,1,2,0.33,1,6,1,4.13,27.11,21.7,0.45,0.08,0.08,0.01,-0.09,939,1369,12,0,0,8.1,199.33,80.91,0
18,10,5,4.19,0,27,0.35,14,20,0,4.77,28.2,39.69,0.17,0.02,0.21,0.08,-0.07,771,793,10,0,0,0.86,92.86,95.5,0
22,13,19,2.68,0,14,0.55,9,11,0,2.63,23.26,22.14,0.22,0.1,0.16,0.13,-0.1,776,803,10,0,0,0.85,94.16,95.5,0
30,11,4,0.97,0,1,0.5,16,3,1,3.26,40.25,5.68,0.09,0.04,0.25,0.03,-0.29,466,725,6,0,0.4,5.74,108.77,89.98,0
1,8,8,3.05,1,23,0.38,12,8,1,0.68,16.27,32.38,0.43,0.09,0.25,0.18,-0.02,897,921,10,0,0,0.91,105.87,94.95,0
15,10,14,0.19,0,19,0.95,7,17,0,3.75,36.2,20.48,0.19,0.02,0.2,0.1,-0.08,472,877,7,155,0.4,7.36,129.35,88.8,0
21,13,14,3.98,1,22,0.6,19,2,1,0.26,29.69,32.38,0.34,0.04,0.12,0.11,-0.15,0,591,0,2,1,13.55,126.78,81.58,1
30,9,9,3.03,0,15,0.57,8,11,1,1.98,39.26,26.15,0.11,0.07,0.11,0.1,-0.28,11,621,2,155,0.8,12,116.89,84.75,0
24,7,17,1,0,9,0.54,16,19,0,4.45,46.17,34.68,0.24,0.08,0.12,0.18,-0.17,16,547,2,155,0.8,10.41,101.66,87.61,0
2,5,15,3.55,1,1,0.52,19,15,0,2.04,20.46,17.09,0.22,0.04,0.05,0.18,-0.12,0,1458,9,170,0.6,13.29,327.27,57.23,0
9,12,4,1.68,0,3,0.17,5,19,0,1.75,46.89,33.56,0.29,0.03,0.23,0.11,-0.05,155,635,3,154,0.8,10.69,108.96,87.81,0
20,3,20,3.3,0,21,0.21,18,14,0,1.78,40.44,28.07,0.36,0.07,0.24,0.14,-0.09,771,794,10,0,0,0.84,93.14,95.5,0
28,13,19,2.24,1,17,0.96,7,19,0,4.66,21.17,27.18,0.45,0.08,0.27,0.15,-0.22,1,561,0,0,1,13.32,120.76,82.29,1
2,3,2,1.71,1,8,0.91,1,11,1,0.3,42.58,38.24,0.48,0.04,0.16,0.16,-0.24,0,730,2,155,0.8,14.11,139.79,81.3,0
4,7,18,2.1,1,25,0.14,15,12,0,2.61,25.37,30.67,0.24,0.09,0.14,0.06,-0.25,0,577,1,0,1,13.24,130.7,80.92,1
7,20,19,0.63,0,25,0.69,18,11,0,3.36,35.44,6.83,0.5,0.07,0.13,0.18,-0.23,0,1010,5,0,0.8,17.08,242.36,63.35,0
28,10,17,4.37,0,5,0.3,9,15,1,1.58,33.44,7.39,0.21,0.05,0.28,0.16,-0.18,0,2163,12,155,0.2,28.04,490.76,26.66,0
20,20,2,0.14,1,20,0.14,19,11,0,4.59,6.55,34.5,0.39,0.02,0.28,0.17,-0.07,773,795,10,0,0,0.81,93.15,95.5,0
11,9,19,0.23,0,14,0.43,16,12,0,4.04,6.44,23.23,0.36,0.01,0.27,0.08,-0.1,914,938,10,0,0,0.85,107.47,94.91,0
15,6,18,0.22,0,27,0.27,7,6,0,3.82,22.32,36.58,0.32,0.06,0.14,0.11,-0.02,771,794,10,0,0,0.83,92.76,95.5,0
16,4,19,0.89,0,27,0.54,18,1,0,1.52,46.22,13.04,0.38,0.09,0.24,0.14,-0.03,3,360,0,0,1,9.5,80.55,88.85,1
1,15,5,0.75,0,12,0.99,18,18,0,4.34,28.39,8.39,0.32,0.08,0.29,0.01,-0.18,0,2731,13,0,0.4,36.1,637.77,11.33,0
10,14,8,4.72,1,7,0.58,2,3,0,4.22,41.47,15.25,0.22,0.04,0.2,0.13,-0.22,0,529,2,155,0.8,10.78,99.47,87.61,0
27,9,13,2.21,1,26,0.65,3,10,0,1.47,13.05,33.1,0.47,0.09,0.24,0.16,-0.19,0,474,0,0,1,12,103.38,84.95,1
20,13,17,1.73,1,8,0.51,9,10,1,0.62,13.48,24.39,0.25,0.04,0.17,0.19,-0.07,156,450,2,0,0.8,9.26,83.47,89.98,0
18,7,14,0.58,0,7,0.69,19,13,1,2.96,19.28,35.38,0.23,0.03,0.15,0.19,-0.13,9,710,2,155,0.8,12.7,135.1,81.94,0
23,18,8,4.3,1,14,0.73,20,11,0,3.62,42.02,27.08,0.41,0.07,0.07,0.14,-0.03,772,798,10,0,0,0.93,93.85,95.5,0
4,10,13,3.41,1,18,0.51,1,10,0,4.37,38.65,25.84,0.3,0.05,0.09,0.16,-0.03,17,345,0,0,1,9.72,76.13,89.39,1
27,20,18,2.15,1,11,0.92,1,4,1,2.94,13.43,9.73,0.15,0.04,0.18,0.01,-0.11,0,2028,10,0,0,30.45,479.09,26.69,0
22,13,4,3.64,0,21,0.27,2,5,0,2.94,48.85,39.32,0.11,0.05,0.12,0.03,-0.17,39,735,2,155,0.8,13.47,137.31,81.89,0
1,4,5,3.42,1,15,0.9,16,10,0,0.16,10.11,10.24,0.38,0.08,0.19,0.16,-0.11,0,1018,5,0,1,19.11,242.69,63.7,1
29,9,4,1.56,0,20,0.16,20,5,0,2.04,37.19,10.04,0.36,0.08,0.16,0.14,-0.11,0,1547,4,0,0.8,23.7,343.12,47.8,0
20,14,13,0.64,1,9,0.99,14,4,0,1.48,7.44,33.79,0.27,0.09,0.2,0.12,-0.23,0,594,2,154,0.8,11.97,112.59,77.21,0
7,10,4,4.95,1,25,0.67,11,15,0,3.89,25.95,18.36,0.33,0.06,0.27,0.01,-0.22,0,2828,17,0,0.4,41.78,681.72,11.33,0
1,14,17,0.82,0,27,0.14,4,7,0,2.31,34.55,6.6,0.18,0.01,0.25,0.13,-0.14,0,780,1,0,1,15.54,171.01,74.62,1
15,20,6,1.45,1,21,0.6,13,11,1,2.67,34.95,33.98,0.17,0.04,0.29,0.1,-0.08,309,510,4,0,0.6,6.46,80.84,91.96,0
26,19,2,2.4,1,28,0.11,16,7,1,1.63,46.93,12.91,0.19,0.06,0.11,0.09,-0.22,0,511,0,5,1,12.03,110.77,83.87,1
4,9,13,3.09,0,7,0.74,1,3,0,1.83,21.33,12.05,0.21,0.02,0.25,0.16,-0.21,0,1326,5,0,1,20.99,305.7,53.6,1
10,17,16,3.61,1,10,0.2,19,12,1,3.37,49.63,14.19,0.35,0.02,0.23,0.2,-0.06,0,354,0,0,1,10.03,79.24,88.8,1
5,5,17,4.03,0,24,0.99,5,7,0,0.9,29.69,20.74,0.36,0.09,0.14,0.02,-0.17,0,1205,6,0,0.4,21.13,287.95,56.01,0
21,14,14,4.55,1,24,0.97,19,12,0,0.77,45.58,20.8,0.49,0.1,0.18,0.06,-0.28,0,1667,7,0,0.8,26.97,386.49,40.76,0
26,16,3,1.49,1,26,0.32,1,2,1,1.47,7.96,17.87,0.1,0.04,0.28,0.13,-0.04,814,836,10,0,0,0.76,97.16,95.5,0
9,2,11,1.96,1,23,0.59,4,14,1,1.6,36.55,8.06,0.19,0.07,0.14,0.08,-0.2,0,370,0,0,1,10.63,82.65,88.86,1
25,3,14,4.48,0,15,0.68,7,5,0,2.41,38.95,38.52,0.34,0.08,0.12,0.07,-0.11,0,861,3,157,0.8,14.36,171.7,76.17,0
22,19,9,4.47,1,15,0.52,7,18,1,1.57,48.8,37.09,0.11,0.02,0.14,0.01,-0.13,9,1428,8,0,0.2,22.22,344.29,47.37,0
19,16,7,3.07,1,23,0.5,17,15,1,2.76,29.89,20.03,0.12,0.04,0.15,0.14,-0.2,1,503,2,155,0.8,10.33,94.38,88.8,0
14,6,6,1.4,1,10,0.59,2,9,1,4.27,45.72,8.07,0.15,0.07,0.28,0.01,-0.2,0,1526,8,0,0.4,22.22,366.48,43.92,0
9,17,18,0.87,1,11,0.21,14,16,0,0.32,11.66,8.55,0.17,0.02,0.28,0.01,-0.29,0,5234,26,0,0,68.21,1223.85,11.45,0
15,8,5,3.91,1,1,0.97,11,14,0,3.27,43.38,13.46,0.5,0.07,0.17,0.02,-0.25,0,2465,12,0,0.6,33.8,581.15,11.33,0
22,5,5,0.1,1,18,0.12,6,8,1,0.45,20.07,25.18,0.44,0.06,0.26,0.18,-0.24,0,368,0,0,1,10.84,82.06,88.2,1
13,12,12,1.75,1,17,0.37,7,17,0,4.41,40.42,6.09,0.46,0.09,0.1,0.02,-0.15,0,2012,11,0,0.2,27.99,480.62,25.97,0
20,7,17,0.41,0,24,0.44,15,7,1,3.09,21.35,7.98,0.26,0.02,0.16,0.01,-0.13,0,3097,17,0,0,38.6,737.73,11.35,0
6,1,7,2.38,0,12,0.12,7,3,1,1.42,14.24,39.32,0.34,0.03,0.12,0.13,-0.29,0,723,1,0,1,16.16,159.9,76.17,1
11,14,9,2.99,0,29,0.8,5,6,1,4.49,28.38,33.28,0.19,0.07,0.09,0.18,-0.17,2,547,2,155,0.8,11.11,102.86,86.96,0
8,10,3,4.85,1,30,0.54,9,14,1,1.06,41.63,15.11,0.19,0.08,0.21,0.08,-0.09,155,433,2,0,0.8,8.21,92.56,88.4,0
3,8,16,2.29,1,18,0.7,5,20,0,3.78,35.19,37.04,0.46,0.03,0.1,0.03,-0.29,0,1272,4,0,0.6,24.1,288.68,55.97,0
2,2,13,1.2,1,10,0.17,6,1,1,3.85,25.9,31.07,0.08,0.08,0.14,0.1,-0.1,389,622,2,0,0.8,7.47,95.16,90.77,0
1,18,10,1.57,1,23,0.95,14,6,1,2.8,19.75,26.44,0.37,0.04,0.2,0.01,-0.3,0,1589,9,0,0.2,26.05,382.83,41.43,0
13,8,6,4.37,1,29,0.78,8,4,1,3.45,22.84,33.68,0.18,0.02,0.1,0.12,-0.09,306,760,5,186,0.6,9.36,129.15,86.83,0
30,8,20,3.23,0,19,0.94,11,8,1,1.97,18.22,11.94,0.37,0.02,0.13,0.18,-0.11,0,1128,3,0,0.8,19.1,253.08,61.9,0
13,10,1,0.73,1,15,0.76,14,6,0,1.43,26.27,28.88,0.43,0.06,0.23,0.12,-0.08,309,507,4,0,0.6,6.44,102.88,88.79,0
27,16,5,4.17,1,30,0.42,18,19,1,0.28,14.67,14.93,0.13,0.09,0.26,0.08,-0.27,0,476,0,0,1,12.62,103.76,84.84,1
27,13,20,1.89,1,29,0.12,2,13,0,2.04,8.45,39.87,0.47,0.02,0.11,0.08,-0.03,771,793,10,0,0,0.87,92.86,95.5,0
13,15,4,1.33,1,29,0.98,3,17,1,4.19,47.69,7.44,0.36,0.06,0.29,0.18,-0.04,155,459,2,0,0.8,7.97,98.01,87.62,0
16,20,14,2.79,1,21,0.96,20,17,1,3.67,23.57,14.77,0.29,0.05,0.15,0.15,-0.1,308,520,4,0,0.6,6.28,107.61,87.81,0
21,2,6,4.74,1,22,0.36,7,2,1,1.37,9.12,23.48,0.35,0.06,0.06,0.12,-0.04,771,792,10,0,0,0.77,92.67,95.7,0
18,6,3,1.34,0,15,0.28,18,15,0,4.68,10.13,16.39,0.16,0.08,0.24,0.16,-0.02,464,977,8,156,0.6,10.36,148.27,85.64,0
5,2,2,3.05,1,17,0.62,15,2,1,1.05,37.38,7.38,0.2,0.03,0.26,0.17,-0.28,0,402,0,0,1,10.86,88.85,87.22,1
12,13,9,1.23,0,12,0.94,12,10,1,3.98,28.49,36.57,0.29,0.05,0.09,0.17,-0.05,771,793,10,0,0,0.83,92.84,95.5,0
9,13,18,4.27,1,29,0.52,14,9,0,1.05,24.92,15.21,0.21,0.07,0.12,0.11,-0.09,0,311,0,0,1,10.02,70.84,89.98,1
6,9,9,3.91,0,8,0.63,8,9,0,0.59,14.71,34.22,0.17,0.09,0.29,0.06,-0.15,1,775,4,155,0.8,14.09,161.28,77.75,0
4,13,5,0.42,0,9,0.4,10,17,1,3.36,12.66,20.69,0.4,0.06,0.1,0.12,-0.1,461,686,5,0,0.6,6.86,104.33,90.38,0
27,8,4,1.67,1,1,0.48,18,20,0,1.83,48.1,10.22,0.19,0.01,0.11,0.11,-0.27,778,832,10,0,0,1.37,100.27,94.72,0
24,3,1,1.01,1,10,0.77,15,6,1,4.26,15.57,20.87,0.48,0.05,0.27,0.08,-0.12,0,1425,5,0,0.8,24.73,325.45,50.83,0
27,10,5,3.58,0,4,0.62,17,19,0,1.51,9.43,9.26,0.28,0.07,0.2,0.07,-0.09,771,798,10,0,0,0.85,93.94,95.5,0
16,12,4,0.35,1,5,0.15,18,13,0,4.6,16.9,36.35,0.36,0.09,0.28,0.06,-0.28,0,7076,30,0,0.6,104.24,1616.26,11.33,0
2,7,9,0.9,0,19,0.44,8,17,1,0.23,8.22,18.51,0.14,0.02,0.18,0.17,-0.03,923,959,11,0,0,1.26,113.94,94.72,0
15,20,11,2.48,0,16,0.16,17,6,0,0.77,10.9,7.32,0.47,0.04,0.22,0.06,-0.23,0,4978,23,0,0.4,65.26,1151.85,11.33,0
14,11,9,2.92,1,8,0.97,16,14,0,0.55,6.15,10.93,0.26,0.04,0.13,0.19,-0.02,770,798,10,0,0,0.81,93.95,95.5,0
22,13,3,2.96,0,30,0.84,19,16,0,4.7,17.23,24.99,0.38,0.05,0.29,0.17,-0.25,6,427,0,0,1,11.49,93.25,86.86,1
28,20,6,0.5,0,17,0.35,1,18,0,3.76,27.59,26.95,0.09,0.07,0.25,0.19,-0.04,490,1035,10,310,0.2,8.13,140.82,88.8,0
14,3,19,1.02,0,9,0.95,20,20,1,4.26,17.68,5.41,0.29,0.05,0.14,0.18,-0.21,0,5608,29,0,0.6,70.62,1315.78,11.33,0
15,7,11,1.88,0,4,0.47,18,16,1,4.21,12.51,6.34,0.42,0.02,0.1,0.07,-0.3,0,3262,15,0,0,40.15,757.14,11.37,0
4,6,6,0.93,1,24,0.51,18,20,1,2.63,13.56,14.92,0.46,0.05,0.3,0.17,-0.1,161,604,3,148,0.8,9.87,102.57,88.8,0
24,16,15,1.54,1,7,0.72,5,7,1,3.94,28.24,27.08,0.45,0.02,0.28,0.19,-0.27,0,631,1,9,1,13.49,140.02,79.33,1
10,3,16,0.41,1,30,0.88,10,16,0,1.52,39.69,32.42,0.35,0.01,0.12,0.18,-0.04,316,542,4,0,0.6,7.11,86.55,91.95,0
12,12,16,2.73,0,4,0.92,15,3,1,3.5,37.28,19.53,0.39,0.04,0.26,0.1,-0.28,0,578,2,155,0.8,11.3,109.37,85.84,0
12,13,14,1.43,0,28,0.46,8,5,1,0.69,35.53,26.83,0.13,0.08,0.24,0.15,-0.28,2,366,0,12,1,10.46,80.85,88.7,1
18,12,18,1.08,0,13,0.22,11,6,1,2.13,38,37.33,0.41,0.05,0.2,0.02,-0.03,773,799,10,0,0,0.79,93.85,95.5,0
11,14,9,2.25,0,10,0.75,10,12,0,3.82,12.66,31.64,0.15,0.05,0.21,0.14,-0.16,3,648,3,155,0.8,13.07,129.8,82.88,0
2,6,5,4.46,0,25,0.16,5,9,0,3.75,41.75,16.12,0.48,0.08,0.24,0.02,-0.08,701,1626,8,0,0.2,26.63,266.38,67.89,0
7,14,3,1.03,0,13,0.62,2,2,0,2.17,22.73,37.38,0.3,0.03,0.24,0.16,-0.17,0,558,2,155,0.8,11.38,105.19,86.83,0
9,9,14,0.97,1,20,0.65,10,12,1,2,46.52,19.63,0.14,0.02,0.12,0.13,0,0,327,0,0,1,9.85,73.94,89.59,1
22,14,5,3.18,1,19,0.21,11,10,1,3.91,42.64,16.81,0.17,0.06,0.13,0.04,-0.25,0,488,0,0,1,11.88,106.27,84.46,1
15,7,20,2.62,0,19,0.85,2,3,0,1.22,25.95,12.08,0.07,0.02,0.1,0.14,-0.17,0,585,2,155,0.8,11.37,110.59,85.84,0
29,4,11,2.53,1,28,0.6,12,9,1,4.24,44.7,29.49,0.27,0.02,0.24,0.17,-0.29,0,366,0,0,1,10.49,81.95,88.58,1
27,4,19,1.33,1,16,0.7,18,11,1,3.66,27.54,22.48,0.05,0.04,0.16,0.14,-0.21,9,392,0,0,1,11.1,86.45,87.61,1
15,12,19,0.83,0,10,0.14,9,12,1,0.21,16.19,23.7,0.15,0.06,0.24,0.17,-0.18,0,666,3,155,0.8,12.48,133.62,81.99,0
22,7,15,3.14,0,8,0.66,14,16,0,3.64,21.69,26.63,0.41,0.02,0.28,0.07,-0.03,771,798,10,0,0,0.86,93.86,95.5,0
11,16,4,3.32,0,3,0.67,17,11,1,2.79,46.84,25.14,0.19,0.02,0.18,0.02,-0.11,30,886,4,155,0.6,15.17,168.69,76.96,0
26,4,5,4.89,0,22,0.12,18,15,0,0.17,40.48,5.6,0.46,0.09,0.29,0.04,-0.03,774,820,10,0,0,1.31,98.06,94.72,0
14,7,2,3.97,1,8,0.85,8,17,1,1.11,38.87,22.72,0.28,0.05,0.16,0.19,-0.09,812,858,8,0,0.2,1.48,101.08,94.72,0
16,8,3,1.84,1,14,0.75,1,5,1,4.96,9.05,33.45,0.16,0.09,0.05,0.11,-0.14,0,1676,9,155,0.6,17,372.66,49.34,0
26,1,15,3.97,1,3,0.97,2,8,1,4,41.22,7.39,0.36,0.09,0.27,0.18,-0.19,0,973,2,0,0.8,17.38,216.36,36.12,0
