Cost_scaling_factor_global,Update_frequency_global,Publish_frequency_global,Transform_tolerance_global,Footprint_padding_global,Combination_method_global,Cost_scaling_factor_local,Inflation_radius_local,Update_frequency_local,Publish_frequency_local,Combination_method_local,Transform_tolerance_local,Footprint_padding_local,Path_distance_bias,Goal_distance_bias,Occdist_scale,Stop_time_buffer,yaw_goal_tolerance,xy_goal_tolerance,min_vel_x,DWA_failed,DWA_new_plan,DWA_invalid_trajectory,Rotate_recovery_executed,ClearCostMaps_unstuck_recovery_executed,ClearCostMaps_layer_recovery_executed,Invalid_rotation_cmd,Error_rotating_goal,2DRMS,DRMS,CPE,Euclidean_distance,RNS,Traveled_distance,Collisions,Mission_time,Battery_percentage,Mission_success
10,4,3,0.5,0.01,1,10,1,4,3,1,3.91,0.01,0.75,1.89,0.1,0.2,0.1,0.2,0,0,5,0,0,0,0,0,0,3.96699169489839E-05,1.98349584744919E-05,1.22945185342589E-05,0.171831351491567,1,14.4,0,47.5,91.22,1
10,4,3,0.5,0.01,1,10,1,4,3,1,3.37,0.01,0.75,3.91,0.1,0.2,0.1,0.2,0,80,84,0,2,2,0,0,0,6.49331203829333E-05,3.24665601914666E-05,2.05843777051158E-05,0.167246253736341,0.8,11.85,0,58.08,89.12,0
10,4,3,0.5,0.01,1,10,1,4,3,1,0.22,0.01,0.75,3.33,0.1,0.2,0.1,0.2,0,0,5,0,0,0,0,0,0,7.19872176564396E-05,3.59936088282198E-05,2.25121509701318E-05,0.172307253818789,1,14.5,0,55.26,89.51,1
10,4,3,0.5,0.01,1,10,1,4,3,1,4,0.01,0.75,1.41,0.1,0.2,0.1,0.2,0,240,242,0,6,6,0,0,0,6.38118325668958E-05,3.19059162834479E-05,2.27489695424434E-05,0.170440836752654,0.6,9.21,0,105.26,88.83,0
10,4,3,0.5,0.01,1,10,1,4,3,1,0.42,0.01,0.75,3.54,0.1,0.2,0.1,0.2,0,80,242,160,6,6,0,160,160,4.99980773209034E-05,2.49990386604517E-05,1.59332292189868E-05,0.173546056139785,0.8,12.44,0,116.57,86.81,0
10,4,3,0.5,0.01,1,10,1,4,3,1,1.88,0.01,0.75,0.63,0.1,0.2,0.1,0.2,0,8,9,0,8,8,0,0,0,1.61338385738612E-05,8.06691928693058E-06,5.49713512030625E-06,0.154621761828214,0.4,17.57,0,200.14,76.89,0
10,4,3,0.5,0.01,1,10,1,4,3,1,4.08,0.01,0.75,3.88,0.1,0.2,0.1,0.2,0,81,85,0,2,2,0,0,0,5.90359619793844E-05,2.95179809896922E-05,1.90216411927335E-05,0.171745762558347,0.8,12.55,0,64.77,90.99,0
10,4,3,0.5,0.01,1,10,1,4,3,1,0.99,0.01,0.75,2.03,0.1,0.2,0.1,0.2,0,2,165,160,4,4,0,160,160,6.7248803348126E-05,3.3624401674063E-05,2.52296647136443E-05,0.17121032917684,1,14.46,0,93.21,85.61,1
10,4,3,0.5,0.01,1,10,1,4,3,1,1.43,0.01,0.75,1.7,0.1,0.2,0.1,0.2,0,238,239,0,8,8,0,0,0,4.67855222563554E-05,2.33927611281777E-05,1.59012561245014E-05,0.173337421879858,0.4,6.61,0,124.64,89.82,0
10,4,3,0.5,0.01,1,10,1,4,3,1,2.16,0.01,0.75,2.42,0.1,0.2,0.1,0.2,0,160,163,0,4,4,0,0,0,6.26729452026825E-05,3.13364726013413E-05,1.96574070881307E-05,0.171782701002135,0.6,9.62,0,89.44,88.83,0
10,4,3,0.5,0.01,1,10,1,4,3,1,4.53,0.01,0.75,2.7,0.1,0.2,0.1,0.2,0,80,84,0,2,2,0,0,0,6.18434928054267E-05,3.09217464027133E-05,1.9359474612734E-05,0.171955292951897,0.8,11.82,0,60.58,91.65,0
10,4,3,0.5,0.01,1,10,1,4,3,1,1.2,0.01,0.75,3.16,0.1,0.2,0.1,0.2,0,0,9,4,0,0,0,4,4,6.23148869617753E-05,3.11574434808876E-05,2.04002166216183E-05,0.171155995532872,1,14.48,0,53.75,89.98,1
10,4,3,0.5,0.01,1,10,1,4,3,1,1.23,0.01,0.75,2.11,0.1,0.2,0.1,0.2,0,162,166,1,4,4,0,1,1,4.91975208314887E-05,2.45987604157443E-05,1.50520023154202E-05,0.172577724692482,0.8,11.63,0,83.1,90.53,0
10,4,3,0.5,0.01,1,10,1,4,3,1,4.09,0.01,0.75,3.96,0.1,0.2,0.1,0.2,0,1,6,0,0,0,0,0,0,7.81490381554001E-05,3.90745190777E-05,2.45178127895949E-05,0.17122334968868,1,14.45,0,47.1,91.5,1
10,4,3,0.5,0.01,1,10,1,4,3,1,4.33,0.01,0.75,3.92,0.1,0.2,0.1,0.2,0,0,5,0,0,0,0,0,0,3.86365700121962E-05,1.93182850060981E-05,1.1790818131935E-05,0.171467106611805,1,14.45,0,51.37,90.37,1
10,4,3,0.5,0.01,1,10,1,4,3,1,2.27,0.01,0.75,2.31,0.1,0.2,0.1,0.2,0,1,6,0,0,0,0,0,0,5.69184841024941E-05,2.8459242051247E-05,1.7690798262868E-05,0.170181354321239,1,14.43,0,50.49,90.49,1
10,4,3,0.5,0.01,1,10,1,4,3,1,4.99,0.01,0.75,4.29,0.1,0.2,0.1,0.2,0,162,165,0,4,4,0,0,0,6.14264141461294E-05,3.07132070730647E-05,2.02863676824806E-05,0.174015897496604,0.6,9.97,0,72.04,92.97,0
10,4,3,0.5,0.01,1,10,1,4,3,1,2.95,0.01,0.75,3.73,0.1,0.2,0.1,0.2,0,163,166,0,4,4,0,0,0,5.79546653905653E-05,2.89773326952826E-05,2.13602485421557E-05,0.170515272846082,0.8,11.6,0,76.68,91.65,0
10,4,3,0.5,0.01,1,10,1,4,3,1,0.98,0.01,0.75,2.59,0.1,0.2,0.1,0.2,0,3,8,0,0,0,0,0,0,6.90584847109068E-05,3.45292423554534E-05,2.51886355836477E-05,0.174200525049481,1,14.49,0,57.54,88.99,1
10,4,3,0.5,0.01,1,10,1,4,3,1,4.42,0.01,0.75,1.09,0.1,0.2,0.1,0.2,0,240,242,0,6,6,0,0,0,5.50592369553851E-05,2.75296184776925E-05,1.72716234266033E-05,0.172903650335581,0.4,7.01,0,101.69,89.82,0
10,4,3,0.5,0.01,1,10,1,4,3,1,0.14,0.01,0.75,0.59,0.1,0.2,0.1,0.2,0,238,240,0,6,6,0,0,0,1.14201914835308E-05,5.71009574176538E-06,4.25251187251033E-06,0.187417426320654,0.4,7.12,0,101.33,89.82,0
10,4,3,0.5,0.01,1,10,1,4,3,1,4.86,0.01,0.75,2.14,0.1,0.2,0.1,0.2,0,84,88,0,2,2,0,0,0,3.20005825810128E-05,1.60002912905064E-05,1.12440679205938E-05,0.178576759492094,0.8,13.1,0,92.7,84.68,0
10,4,3,0.5,0.01,1,10,1,4,3,1,0.72,0.01,0.75,3.94,0.1,0.2,0.1,0.2,0,0,5,0,0,0,0,0,0,5.15369669469074E-05,2.57684834734537E-05,1.89053374224627E-05,0.174481489993553,1,14.42,0,47.3,85.12,1
